MAL_ID,Name,Score,Genres,sypnopsis
34662,Fate/Apocrypha,7.16,"Action, Supernatural, Drama, Magic, Fantasy","The Holy Grail is a powerful, ancient relic capable of granting any wish the beholder desires. In order to obtain this power, various magi known as ""masters"" summon legendary Heroic Spirits called ""servants"" to fight for them in a destructive battle royale—the Holy Grail War. Only the last master-servant pair standing may claim the Grail for themselves. Yet, the third war ended inconclusively, as the Grail mysteriously disappeared following the conflict. Many years later, the magi clan Yggdmillennia announces its possession of the Holy Grail, and intends to leave the Mage's Association. In response, the Association sends 50 elite magi to retrieve the Grail; however, all but one are killed by an unknown servant. The lone survivor is used as a messenger to convey Yggdmillennia's declaration of war on the Association. As there are only two parties involved in the conflict, the Holy Grail War takes on an unusual form. Yggdmillennia and the Mage's Association will each deploy seven master-servant pairs, and the side that loses all its combatants first will forfeit the artifact. As the 14 masters summon their servants and assemble on the battlefield, the magical world shivers in anticipation with the rise of the Great Holy Grail War."
34664,Capsule Boy,Unknown,"Sci-Fi, Kids",6.5-centimeter tall Degirdians fall to Earth in their spacecraft while chasing fugitives. Their spaceship transforms into a capsule toy stand near a toy store and a human boy accidentally takes home one of the aliens thinking it's a capsule toy. They befriend a human boy and try to figure out a way to get home all while fighting off the evil alien.
34665,Kemy Lang Buka Chaka,Unknown,"Adventure, Kids","This anime is a fusion of 3D CGI and live-action. Majority of the episodes are Kemy, Buka, and Chaka in their animated club house but other parts of the episodes are the characters imposed on live footage of nature. The program solves various questions by looking at the world with the vision of infants who are still immature in the world."
34666,Kemy,Unknown,Kids,"Kemy is an animation series with some educational undertones targeting 5~7-year-old kids. The entire series is set against the backdrop of a supermarket. Viewing the animations, children will be able to imagine themselves in amidst all a supermarket has to offer. Children can join Kemy and his quest to figure out the answers to everyday questions. Buka and Chaka do not reprise their roles in this season. (Source: korean-products.com)"
34667,Kemy Tamheomdae,Unknown,"Adventure, Kids","season of Kemy , where the gang goes on expeditions to explore nature. This season is similar to the original Kemy Lang Buka Chaka where some of the footage is live action nature. Still, Buka and Chaka do not reprise their roles in this season either."
34669,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao 2nd Season,Unknown,"Comedy, Magic, Shoujo",Second Season of Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao. One episode aired every night.
34670,Monster Strike Anime,6.34,"Action, Game, Fantasy","Second season of Monster Strike , animated entirely in CG. A transfer student from America, Mana Livingston, becomes friends with the main cast and learns about the Monster Strike game, even obtaining her own ring and partner. Together everyone helps solve crises involving the energy points that draw monsters in random areas of Japan. By sealing them the monsters will stop being drawn to them. But Madarame, a CEO who reaches out to the children, is not telling them the whole truth."
34673,Shin Skyers 5 EX,Unknown,"Action, Sci-Fi","Unreleased episodes of Shin Skyers 5 released to the public nearly five decades later on the HD Remaster DVD-BD Box Set 2. These specials are sometimes noted with 13 episodes, as the first episode of this batch is a colored version of episode 12 from Skyers 5 's TV series. No changes were made to the dialogue, story, or animation except for it receiving a color-swap. As such it will not be included in the episode count as Skyers 5 's main entry adequately accounts for this episode."
34674,Hwasan Golae,Unknown,"Horror, Thriller","In the year 2070, mankind faces a life threatening crisis due to huge earthquakes and volcanic eruptions. Korea is in a state of anarchy and Busan is swarming with refugees. Young street dealer Ha-jin has the ability to communicate with whales – a fact she keeps hidden from everyone. One day, a onearmed woman named Baek Sang-won asks Ha-jin to join her in the gules whale hunt. Painful memories lead Ha-jin to turn down the offer initially, but she eventually ends up joining Baek. As she makes friends on the ship, she grows curious about the gules whale and learns that every crew member has a sad gules story. The madness in the crews’ eyes as they try to kill the gules brings Ha-jin’s trauma to the forefront of her mind – and she experiences her own madness. (Source: Korean Film Biz Zone)"
34675,Chou Yuu Sekai: Being the Reality,6.22,"Action, Game, Adventure, Romance, Fantasy","hot-blooded high school teen, a mysterious female swordsman, and an unpredictable dark emo girl. It's impossible to distinguish between reality and the game world! What kind of conspiracy is awaiting them in this super journey of the world! (Source: MAL News)"
34676,Xiong Chumo Zhi: Xiari Lianlian Kan,Unknown,"Comedy, Kids",Sixth season of Boonie Bears .
34677,Xiong Chumo Zhi: Qiu Ri Tuantuanzhuan,Unknown,"Comedy, Kids",Seventh season of Boonie Bears .
34678,Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,5.9,Action,"fan appreciation special movie release on Square Enix's official youtube channel which indicated that Jan 1, 2017 will be the start of a collaboration with Final Fantasy: Brave Exvius, a mobile mmorpg launched in Japan over a year prior. We see the popular cartoon character Malboro-kun as he hilariously runs away from a monster, when Yama-chan appears and makes short work of the tentacled threat. Yama-chan is the owner of a bar in the immigrant district in Insomnia, where the Kingsglaive members often go to dine, as we can see in a scene of the film itself. He's known for his dish Malbo Smul, and this time around we get to see how he procures his meat. Incidentally, Yama-chan's fighting style definitely looks like that of a Glaive, so apparently there is more to him than meets the eye. (Source: dualshockers.com)"
34683,Hizukuri,Unknown,"Adventure, Sci-Fi","In a city of a parallel world. A boy finds a pair of broken scissors from his father's belongings after he passed away. And a boy's mother tells him that his father had been a gardener in the past. Then he figures out the scissors were made by Sasuke, who is an artisan living in a foreign country. The boy travels all the way to a place where Sasuke lives in order to get his scissors fixed. (Source: Official site)"
34685,Kekkon Soudan Sho,Unknown,Music,Official music video for Kojima Mayumi's Kekkon Soudan Sho single.
34688,Owara Nai Chinkonka wo Utaou,Unknown,"Supernatural, Drama",motivated man named Kota and shinigami #841 Yayoi's story. Kota is attracted to the work of the shinigami but can he actually become a one without suffering from his past?
34689,Owara Nai Chinkonka wo Utaou: Seinen no Uta,Unknown,"Supernatural, Drama",Kota has become a shinigami and his job is to follow a man at the end of his ropes. Slowly Kota learns about the man's life and what led him to this point.
34690,Eiyuu ni wa Narenai Bokura Dakara,Unknown,School,"The future dream I wrote for an elementary school assignment was ""hero"". Amano Kanzaki was such a child. The performance of the theater department at a welcome party for freshman high school students, he came across a hero there. ""I also want to stand on the same stage together""."
34691,Kyou mo Kyou to te Tape wa Mawaru,Unknown,Comedy,"story of sisters who make a living by a slightly different recording work. A sister in charge of recording and a sister in charge of editing. Born on exactly the same day, with the same father, but different mothers. But today the tape turns like this without hesitation."
34692,Umbrella Fighter!,Unknown,Slice of Life,story of childhood friends growing up.
34693,"Saa, Ketatamashiki Kono Hibi ni",Unknown,Slice of Life,"stinky, sweet, and sour story of a clumsy Wakaba and a human chicken."
34694,Kimi to no Tadashii Yakusoku,Unknown,Sports,Isami and Higashiba both play baseball in college. But what kind of thing did the two promise each other 7 years ago become?
34695,Kimi to no Tadashii Yakusoku (2007),Unknown,Sports,Higashiba's point of view in the story. It runs parallel to the original which is mostly from Isami's point of view.
34696,Anata no Katagoshi Chotto Ue,Unknown,"Comedy, Supernatural","""Guardian Spirit"" is something that you can only see in fortune telling and television spirit features. But there are guardian spirits who are quietly behind everyone and are working hard. The story of Guardian Services Agency Service by freelance spirits of guardian spirits for those who can not take such holidays."
